Step by step,Rating,Image Link,Count Rating,Title,Ingredients,Preparation Time,Finish Time
"Verwarm de oven voor op 200 graden C / gasstand 6.|Meng in een middelgrote kom de bloem, bakpoeder, suiker en zout. Kneed de boter met je vingers door het meel tot het op grove broodkruimels lijkt. Meng de zoete aardappel erdoor en voldoende melk om er een zacht deeg van te maken.|Leg deeg op een bebloemd oppervlak en rol of druk uit tot een 1/2 cm dik. Snij in cirkels met behulp van een scone snijder of een glas. Leg de scones 2,5 cm van elkaar af op een ingevette bakplaat.|Bak 12-15 minuten in de voorverwarmde oven tot ze goudbruin zijn.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/2a4f362d-499c-4b49-a798-2d59d87f40fc.jpg,(115),Scones van zoete aardappel,"125 gr bloem|3 theelepels bakpoeder|2 theelepels suiker|1 theelepel zout|2 eetlepels boter of margarine, in blokjes|200 gr gepureerde zoete aardappel|4 eetlepels melk",5,20
"Doe het water, de boter, suiker en het zout onderin de pan van de broodbakmachine. Meng het broodmeel, volkorenmeel en glutenmeel en doe dit erbovenop, maak een klein kuiltje en doe hier de gist in (gist nog niet met het water mengen, dan start het gistproces te vroeg).|Zet de machine op de 'volkorenbrood' stand, en indien mogelijk op de stand voor een klein brood. Bruiningsstand naar keuze en eventueel op de timer.|Haal het brood na de bereidingstijd direct uit de machine en laat even afkoelen voor het snijden.","<span class=""mediumStar rating5""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/d7f0720c-a7ea-41cd-b700-81d7ed7e1ad8.jpg,(1),Bruinbrood uit de broodbakmachine,"160 gr volkorenmeel|175 gr bloem|15 gr glutenmeel|220 ml water|40 gr boter, in klontjes|5 gr zout|2 theelepels suiker|1 zakje (7gr) gist",10,"3,30"
"Verwarm de grill voor. Verhit de olie in een koekenpan, voeg de uien toe en laat 5 minuten bakken tot de uien zacht zijn. Daarbij af en toe roeren. Voeg de knoflook en suiker toe en laat nog 5-8 minuten bakken, terwijl u vaak roert, tot de uien heel zacht, bruin en gekarameliseerd zijn. Voeg al roerend de balsamico toe.|Rooster het stokbrood lichtjes aan beide kanten onder de grill. Verdeel de uienmarmelade over de sneetjes. Leg boven op de marmelade enkele blaadjes rozemarijn en een plakje geitenkaas. Strooi er een beetje peper over.|Bak de kaastoasts 3-4 minuten onder de hete grill tot er zich blaasjes op de kaas vormen.|Maak ondertussen de dressing: meng olie, azijn en peper en zout naar smaak in een kom. Voeg de veldsla, rode biet en rode paprika toe en meng goed. Verdeel het mengsel over 4 borden. Leg de toasts met geitenkaas erbovenop, garneer met rozemarijn en serveer.","<span class=""mediumStar rating4""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/5bb335c0-96b2-497e-ad19-f126e002ae76.jpg,(1),Salade met gegrilde geitenkaas,"1 el extra vergine olijfolie|4 kleine rode uien, circa 300 g in totaal, in dunne schijfjes gesneden|2 knoflookteentjes, fijngesneden|1 tl fijne kristalsuiker|2 tl balsamico|4 sneetjes stokbrood, circa 125 g in totaal|enkele takjes verse rozemarijn|200 g geitenkaas, in 4 plakken gesneden|85 g veldsla|125 g gekookte rode bietjes, geschild en in dunne reepjes gesneden|1 kleine rode paprika, zaad verwijderd en in dunne reepjes gesneden|peper en zout|2 el extra vergine olijfolie|2 tl balsamico",25,29
"Het gist boven een grote kom warm water verbrokkelen. Honing, olie, 2 eieren en zout erdoor kloppen. Het meel in kleine beetjes toevoegen, telkens goed kloppen. Als het deeg dikker wordt met de hand verder kneden. Kneden en meel toevoegen tot een glad, elastisch, niet-plakkend deeg is ontstaan. Afdekken met een vochtige doek en 1 1/2 uur laten rijzen tot het deeg in volume verdubbeld is.|Het deeg neerslaan en op een bebloemd oppervlak in tweeën delen. Elke helft ong. 5 minuten kneden, eventueel meel toevoegen als het plakkerig wordt. Elke helft in drieën delen en in kabels van ong. 4 cm diameter uitrollen. De uiteinden stevig samenknijpen en vanuit het midden vlechten.|2 bakplaten invetten en op elke plaat een broodvlecht leggen. Met een doek afdekken en ong. 1 uur laten rijzen.|De oven voorverwarmen op 190°C/gasstand 5.|Het resterende ei kloppen en elke broodvlecht royaal besmeren. Eventueel maanzaad erover strooien.|Ong. 40 minuten in de voorverwarmde oven bakken. Het brood moet hol klinken als u tegen de onderkant klopt. Minstens 1 uur op een rooster laten afkoelen alvorens te snijden.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/407ce56f-7f12-4d41-a34b-c50857cded60.jpg,(603),Challe,600 ml warm water (45°C)|1 eetlepel droog gist|7 eetlepels honing|4 eetlepels plantaardige olie|3 eieren|1 eetlepel zout|1 kg witte bloem|1 eetlepel maanzaad (eventueel),3,"3,40"
"Breng een paar uur of de avond vantevoren  675 ml water aan de kook; doe de bulgur, de geplette rogge, en de stroop of suiker in een grote kom, giet het kokende water erover, dek het af en laat het afkoelen.|Verwarm de oven voor op 150 C.|Doe een klein klontje boter in een broodvorm (30x12cm), strijk het uit met een kwastje en bestuif de vorm met bloem.|Voeg het volkorenmeel, het zout, het bakpoeder en het zuiveringszout, het lijnzaad en het karwijzaad, en als laatste de zemelen toe en roer goed; voeg eventueel ook de rozijnen toe.|Giet het stugge beslag in de broodvorm, druk het plat, en dek de vorm goed af met Aluminiumfolie (of gebruik een casinobroodvorm.)|Bak het roggebrood drie (3) uur (zet voor de zekerheid twee keukenwekkers), haal het dan uit de oven en laat het nog steeds afgedekt helemaal afkoelen.|Snijd het in plakken ter dikte van een boterham. Maak het mes af en toe schoon.","<span class=""mediumStar rating5""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/491eb768-8f24-4602-93a6-3e67a76e4ede.jpg,(1),Roggebrood,"120 g bulghur|75 g roggevlokken (geplette rogge)|150 g (110 ml) suikerstroop of melassestroop, of 100 g bruine suiker|675 ml kokend water|180 g volkorenmeel (of voor een deel roggemeel)|90 g zemelen (zemelen zijn de vliesjes van graankorrels)|1 theelepel karwijzaad|1 theelepel (3 g) zout|1 theelepel bakpoeder|1 theelepel zuiveringszout (baksoda, dubbelkoolzure soda)|30 g lijnzaad (=vlaszaad)|(eventueel) een handvol rozijnen (50 g)",30,"3,30"
"Bloem in een kom doen. In het midden een kuiltje maken en hierin de gist doen. Met de lauwwarme melk en wat van de bloem omroeren. Afgedekt 15 minuten laten staan.|Gesmolten boter, suiker, ei, zout en de citroenrasp erbij doen. Alles tot een samenhangend deeg kneden.|Het deeg afgedekt op een warme plek laten rijzen tot het in volume is verdubbeld.|Kort kneden, kleine kransen vlechten  en op een met bekpapier bekleed bakblik leggen.|Oven op 220 graden C voorverwarmen. Bestrijk de kransjes met de losgeklopte eidooier. Het amandelschaafsel, suiker en de rum mengen en hiermee de kransjes versieren.|Bak de kransjes 40-60 minuten (al naar gelang de grootte) in de voorverwarmde oven.","<span class=""mediumStar rating5""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/71bd3f6a-849d-41c9-ab0e-4395f085043e.jpg,(2),Paaskrans,"500 gr bloem|20 gr gist|250 ml melk, lauwwarm|100 gr boter, gesmolten|50 gr suiker|1 ei|een snufje zout|rasp van de schil van 1 citroen|1 eidooier|50 gr amandelschaafsel of gehakte amandelen|50 gr suiker|3 eetlepels rum","1,20",2
"In een grote kom 175 bloem en gist mengen. Water, 3 eetlepels suiker en zout mengen en aan de droge ingrediënten toevoegen. 1/2 minuut met een staafmixer op de lage stand mixen. De restjes van de rand schrapen, en 3 minuten op hoge stand verder mixen. Vervolgens met de hand een deel van de resterende bloem toevoegen tot een matig stijf deeg ontstaat.|Het deeg op een licht bebloemd oppervlak glad en elastisch kneden (ong. 8-10 minuten). Afdekken en 15 minuten laten rusten.|Het deeg in 12 gladde ballen verdelen. Prik er in het midden met uw vinger een gat in en maak het gat voorzichtig groter terwijl u de bagel in een gelijkmatige vorm kneedt. Afdekken en  20 minuten laten rijzen.|Intussen 4 liter water aan de kook brengen. 1 eetlepel suiker erdoor roeren en laten sudderen.|De bagels per 4-5 stuks 7 minuten koken, eenmaal keren en vervolgens afgieten. Op een ingevette bakplaat leggen en 30-35 minuten bij 190°C/gasstand 5 bakken. Uit de oven halen en warm of koud serveren.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/3b676457-3198-4691-a282-68196375dada.jpg,(437),De betere bagel,500 gr bloem|1 eetlepel droge gist|350 ml warm water (45°C)|3 eetlepels suiker|1 eetlepel zout|1 eetlepel suiker,45,"1,20"
"De oven voorverwarmen op 180°C/gasstand 4.|In een middelgrote mengkom eieren, appelstroop, yoghurt, vanille-extract, witte suiker, 85 gr bruine basterdsuiker, havermout en kaneel mengen. Brood en appels erdoor roeren. Het beslag over de taartbodem verdelen.|In een andere kom resterende basterdsuiker en bloem mengen. De boter er vluchtig doorheen kneden, zodat grote kruimels ontstaan. De kruimels over de taartvulling verdelen.|1 uur in de voorverwarmde oven bakken tot de bovenkant goudbruin is en het fruit zacht.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/90ee2de5-d82a-49c0-a46c-33fec64209ea.jpg,(61),Appel-broodpuddingtaart,"3 eieren|245 gr appelstroop|120 gr magere yoghurt|1 theelepel vanille-extract|100 gr suiker|85 gr donkerbruine basterdsuiker|40 gr havermoutvlokken|1 theelepel kaneelpoeder|130 gr brood, in blokjes|2 appels, geschild, geboord en in stukjes|4 eetlepels donkerbruine basterdsuiker|4 eetlepels bloem|2 eetlepels boter|1 (240 gr) zoete taartbodem van korstdeeg",20,"1,20"
"Doe de bloem onderin de bak van de broodbakmachine en maak een kuiltje in het midden. Strooi hier de gist, suiker en twee eetlepels van het warme water in. Doe de deksel van de machine dicht en laat zo 15 minuten staan tot het gist iets gaat schuimen.|Voeg dan de rest van het warme water bij, de olie en het zout en zet de machine op de stand voor deeg kneden. Dit duurt afhankelijk van de machine ongeveer 1,5 uur.|Haal het deeg uit de machine (het voelt vrij stug en droog aan) en kneed het een paar keer door om de lucht eruit te halen. Snij met een scherp mes of deegsteker het deeg in 12 gelijke stukken. Rol elk stukje tot een bolletje en leg op de met bloem bestrooide bakplaat.|Laat de broodjes nu nog 45 minuten op een warme plaats rijzen (eventueel met een theedoek erover), tot ze bijna verdubbeld zijn in grootte. Snij met een zeer scherp mes een kruis in elk broodje.|Verwarm de oven voor op 230°C. Bekleed een bakplaat met bakpapier en bestrooi met een beetje bloem.|Klop het eiwit los met een theelepel warm water, tot het iets schuimig wordt. Bestrijk de broodjes vlak voor het bakken met dit mengsel.|Bak de broodjes in de voorverwarmde oven in ongeveer 20 minuten goudbruin.|Serveer als ze nog een beetje warm zijn, met bijvoorbeeld jam!","<span class=""mediumStar rating35""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/2622b5b5-3393-4292-82e7-f62bfd4d55ba.jpg,(2),Duitse broodjes,350 gr bloem|11 gr droge gist|1 theelepel suiker|250 ml warm water|1 eetlepel olie|1 theelepel zout|1 eiwit|1 theelepel warm water,10,"2,45"
"Meng in een grote kom 125 gram bloem met de suiker, zout en gist. Meng goed door. Doe de melk en de boter in een steelpan; verwarm dit tot de melk warm is en de boter zacht, maar nog niet gesmolten.|Voeg geleidelijk de melk met boter toe aan het meelmengsel onder voortdurend roeren. Voeg de twee eieren en 60 gram bloem toe; mix goed door. Voeg de resterende bloem toe, beetje bij beetje, goed mixen na elke toevoeging. Als het deeg zich samenvoegt, leg het dan op een licht bebloemd oppervlak en kneed het tot een soepel en glad samenhangend deeg, in ongeveer 8 minuten.|Doe wat olie in een kom, leg het deeg erin en draai het deeg rond zodat het bedekt wordt met een laagje olie. Dek af met een vochtige doek en laat op een warme plek rijzen tot het is verdubbeld in volume, in ongeveer een uur.|Sla de lucht uit het deeg en leg het op een licht bebloemd oppervlak. Verdeel het deeg in twee gelijke ballen; dek af en laat 10 minuten rusten. Rol elk deel uit tot een lange streng van zo'n 90 cm lang en 4 cm dik. Vorm hiervan losjes een vlecht en hou ruimtes over voor de 5 (gekleurde) eieren. Druk de uiteinden goed aan elkaar en stop de eieren in de holtes van het brood.|Verwarm de oven voor op 180°C. Leg het brood op een ingevette bakplaat en dek losjes af met een vochtige keukendoek. Zet het brood op een warme plek en laat het rijzen tot het in volume is verdubbeld, in ongeveer 45 minuten. Bestrijk het gerezen brood met de gesmolten boter.|Bak het brood in de voorverwarmde oven in 50-55 minuten gaar en licht goudbruin.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/originalxl/9dcfdc01-fb3d-46c9-830c-4c0ca27b294d.jpg,(281),Vlechtbrood met paaseieren,"310 gr bloem (in gedeelten)|50 gr suiker|6 gr zout|7 gr gist|160 ml melk|30 gr boter|2 eieren|5 rauwe, hele eieren, geverfd indien gewenst|30 gr boter, gesmolten",45,"3,25"
"Meng gist, water en suiker in een grote kom. Laat 10 minuten staan tot het gaat schuimen.|Roer melk, ei, zout en genoeg bloem erdoor om een zacht deeg te maken (je hebt misschien niet alle bloem nodig). Kneed 6 tot 8 minuten op een licht bebloemd oppervlak tot een glad en soepel deeg. Leg het deeg in een met olie ingevette kom, dek af met een vochtige doek en laat 1 uur rijzen, tot het deeg in volume is verdubbeld.|Druk de lucht uit het deeg en kneed nogmaals goed door. Als je knoflook-naan wilt maken, kneed je de knoflook er nu doorheen.|Trek kleine stukjes van het deeg af, ongeveer ter grootte van een golfbal. Rol tot balletjes, dek af met een doek en laat rijzen tot ze in volume zijn verdubbeld, ongeveer 30 minuten.|Verhit tijdens het rijzen de grill van de oven voor.|Rol de balletjes uit tot ovale lapjes. Leg op een niet ingevette bakplaat en bak 2 minuten onder de grill, tot ze lichtbruin zijn/ Bestrijk aan beide kanten met gesmolten boter en bak dan de andere kant van het brood nogmaals 2 minuten, tot de broodjes stevig en goudbruin zijn. Herhaal met het resterende deeg.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/originalxl/9705432c-da2a-4403-a263-142d9cc9a2e1.jpg,(18),Eenvoudig naanbrood,"2 1/2 theelepel droge gist|225 ml warm water|2-4 eetlepels suiker|3 eetlepels melk|1 ei, losgeklopt|2 theelepels zout, of naar smaak|800 gr tarwebloem (geschikt voor broodbakken)|2 teentjes knoflook, fijngesneden (optioneel)|50 gr boter, gesmolten",30,"2,7"
"Los de gist op in de warme melk in een kleine kom. Laat staan totdat het schuimig is, ongeveer 10 minuten|Meng in een grote kom het gistmengsel met het ei, de poedersuiker, zout, boter en 3/4 deel van de bloem; mix dit goed. Voeg in kleine beetjes het resterende bloem toe, onder voortdurend roeren.|Als het deeg samenhangend is, leg het dan op een licht met bloem bestrooide ondergrond en kneed de krenten, rozijnen, gekonfijte kersen en citrusschillen door het deeg. Blijf kneden tot er een glad deeg ontstaat, ongeveer 8 minuten.|Doe wat olie in een grote schaal, leg het deeg in de kom en rol om zodat de olie het deeg bestrijkt. Dek af met een vochtige doek en laat het deeg in ongeveer een uur rijzen op een warme plek tot het in volume is verdubbeld.|Vet een bakschaal lichtjes in. Laat de lucht uit het deeg en spreid het uit op een licht met bloem bestrooid oppervlak. Vorm van de spijs een rol en leg deze in het midden van de deegplak. Vouw het deeg eroverheen en druk de naden goed dicht.|Leg het brood, met de naad naar beneden in de ingevette bakschaal. Bedek met een schone, vochtige theedoek en laat ongeveer 40 minuten rijzen tot het in volume is verdubbeld. Verwarm ondertussen een oven voor op 180 C / gasovenstand 4.|Bak het brood 10 minuten in de voorverwarmde oven, verlaag dan de temperatuur naar 150 C / gasovenstand 2 en bak nog 30 tot 40 minuten, of tot het brood goudbruin is.|Laat het brood afkoelen op een rooster. Bestrijk het afgekoelde brood met glaceersuiker, strooi kaneelpoeder erover en maak af met de geroosterde amandelschaafsels.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/b30b2182-a2b2-4929-8a99-b7a3e80a132e.jpg,(118),Kerststol,"twee theelepels bakkersgist|160 ml warme melk (45 C)|1 groot ei|65 gr poedersuiker|1 1/2 theelepel zout|75 gr ongezouten boter, zacht|340 gr bloem|50 gr krenten|50 gr rozijnen|50 gr gekonfijte kersen (in vieren gesneden)|175 gr in blokjes gesneden gekonfijte citrusschillen (of sukade)|200 gr amandelspijs|1 volle theelepel poedersuiker|1/2 theelepel kaneelpoeder|geroosterde amandelschaafsel voor garnering",2,"2,40"
"Spoel een klein kommetje om met water, en doe er een theelepel suiker in|Meet 200 ml water af in een maatbeker, breng een beetje water aan de kook, en vul de maatbeker aan tot 325 ml met kokend water (dit om water van ongeveer lichaamstemperatuur te krigen)|Roer even in het water, giet dan de helft in het kommetje met suiker, voeg het gistpoeder toe en roer het voorzichtig, om alle gist op te lossen |Doe het zout in een grote kom, voeg het volkorenmeel toe, maak er een kuiltje in, doe daarin de suiker en de olijfolie, en dan de rest van het lauwe water|In een paar minuten komt de gedroogde gist weer tot leven en begint het te schuimen, giet het dan over de bloem. |Meng alles door elkaar, eerst met de houten lepel, dan met de hand. Als het deeg te nat is en helemaal aan de hand blijft kleven, voeg dan wat bloem toe (een eetlepel) - of voeg wat water (2-3 theelepels) toe als het te droog is. Laat het een paar minuten rusten als het goed gemengd is. |Kneed het deeg acht tot tien minuten direct op het aanrecht (als het geen tegeltjes zijn) of op een zware snijplank: knijp het samen tussen vingers en bovenhand, druk het plat met de handpalmen, draai het een kwartslag, en knijp en druk het weer samen; druk het deeg af en toe plat tot een lap en vouw die dubbel, druk het weer samen enz.|Maak een bal van het deeg, doe het in de grote kom, dek die af, en laat het op een warme plaats een uur rijzen.|Leg een stuk bakpapier op een bakplaat of vet een broodvorm in, bestuif die met bloem.|Verdeel het deeg in vier stukken, maak er lapjes van ter grootte van een hand.|Rol het eerste lapje uit met een deegroller, draai het steeds een kwartslag, rek het ook af en toe voorzichtig wat op,  tot ca. 30x20 cm.|Leg walnoten op de lap aan de lange randen, en verdeel verder rozijnen over de lap, en rol de lap op.|Met Kerstmis en Pasen zouden we een strook amandelspijs in de eerste lap kunnen leggen.|Rol het tweede lapje deeg uit tot ca. 20x30cm, leg er weer rozijnen en walnoten op, leg de rol van de eerste lap aan een lange kant en rol het geheel op, en zo ook het derde lapje.|Rol het vierde lapje deeg uit, en rol de grote rol deeg met rozijnen en walnoten erin, druk het goed aan. (Geen rozijnen en noten op het laatste lapje.|Laat het deeg weer een uur of langer rijzen op een warme, tochtvrije plaats. |Verwarm de oven voor op 225 C, en bak dan het krentebrood, 19-20 minuten voor brood in een broodvorm, 23 tot 27 minuten voor brood op een bakplaat (zet voor de zekerheid twee keukenwekkers.)","<span class=""mediumStar rating4""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/ef63d403-5a38-4863-93a7-6e853d330fb9.jpg,(1),"Krentenbrood, Kerst- en Paasbrood",290 g volkorenmeel|1 1/2 theelepel zout (6 g)|90 g en 1 theelepel suiker|325 ml water|3 theelepels (1 zakje) gist|290 g bloem|2 eetlepels (30 ml) olijfolie|(eventueel) geraspte sinaasappelschil,1,"1,25"
