text,food
This gorgeous Summer melon& shrimp salad is the recipe of the day \U0001f364\U0001f364\U0001f364\U0001f364 #health #fresh,"['shrimp', 'salad']"
For dessert. #dutchfood #dutchpancakes #banana #nutella #delicious #dessert #chocalate #hazelnut #cheatday #cheatdayeveryday #amsterdamfood #thehappypiggy #happypiggy,"['banana', 'nutella', 'hazelnut']"
Also for dessert. #belgiumwaffles #waffles #wafflesandicecream #icecream #softserve #vanilla #dessert #perfection #saltedcaramel #caramel #salted #dutchfood #amsterdamfood #icecreamlover #cheatday #cheatdayeveryday #happypiggy,"['vanilla', 'caramel']"
Can you aspara-guess what city we are in? Amsterdam! #asparagus #tomato #cheese #frenchfries #fries #steak #meat #dinner #black #blue #amsterdam #amsterdamfood #nom #yummy #yum #delicious #foodpics #foodporn #foodphotography #food #netherlands #amstergram,"['asparagus', 'tomato', 'cheese', 'steak', 'meat']"
Last meal of the trip. @denachtwachtwinterswijk #amsterdamfood #dutchfood #amsterdam #denachtwacht #seafood #seafoodlovers #escargot #garlic #butter #garlicbutter #snails #cheatdayeats #cheatdayeveryday #cheatday,"['seafood', 'garlic', 'butter']"
"\u2022 Poffertjes // Amsterdam, NL \U0001f1f3\U0001f1f1 \u2022 omg mini pancakes with butter and a dust of sugar. Just like what mumma used to make \u263a\ufe0f #childhood #memories #nostalgia #pancakes #amsterdam #amsterdamfood #perthfoodie #uttieeats #uttieeats_NL","['poffertjes', 'butter', 'sugar']"
Salad of all salads @ilovesla #glutenfree #sla #amsterdamfood #glutenfri #glutenvrij #glutenfritt #glutenfrei #nogluten #salad #sla #nom #eatingout #nom,['salad']
Catch of the day plus some crab legs. @theseafoodbar #theseafoodbaramsterdam #seafood #seafoodlovers #crab #crablegs #freshfish #catchoftheday #rawbar #mackerel #amsterdam #amsterdamfood #dutchfood,"['crab', 'seafood', 'mackerel']"
"\u2022 Sinne // AMSTERDAM, NL \U0001f1f3\U0001f1f1 \u2022 Rating: 4.7/5 \u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f\U0001f4ab One of the best 3 course ""degustations"" I've had around the world - for only 38\u20ac! 1st: blow torched mackerel with caviar and toasted quinoa (+sweet tom yum flavour) 2nd: black angus beef with red wine jus,  onion pur\xe9e, white asparagus  3rd: chocolate fondant with blood orange sorbet Service was exceptional and friendly! I will be back for sure next time I'm in Amsterdam! #Sinne #michelin #finedining #degustation #mackerel #blackangus #beef #chocfondant #hazelnut #butter #amsterdam #amsterdamfood #fattyforlife #perthfoodie #uttieeats #uttieeats_NL","['mackerel', 'quinoa', 'beef', 'wine', 'onion', 'asparagus', 'chocolate', 'fondant', 'orange', 'sorbet', 'hazelnut', 'butter', 'tom yum', 'hazelnut butter']"
Tongue twister: slightly seared salmon sashimi and daikon \u26e9 #dejappaner #japanese #weekend #amsterdam #amsterdamfood #city #asian #eat #ilovetoeat #foodstagram #food #instafood #foodporn #foodphotography #foodblog,"['salmon', 'sashimi']"
Introducing Cucumber & Fennel to a mackerel... Green is the new black #lzamsterdam #librijeszusje #amsterdam #finedining #amsterdamfood #livesustainably #chefstalk,"['cucumber', 'mackerel']"
Heb je ons vijgen-ijs al geprobeerd?\U0001f366Vijgen zijn \xe9\xe9n van de oudst bekende vruchten; al rond 9000 voor Christus werden vijgen verbouwd. Vijgen zijn goed voor de spijsvertering. De vijg wordt traditioneel gebruikt als medicijn tegen keelpijn. Vijgen ijs is zacht van smaak met kleine stukjes vijg\U0001f44c\U0001f3fbVanavond zijn we weer tot 22:00 open dus kom lekker proeven #vansoest #utrechtsestraat #chocolade #chocolate #iamsterdam #amsterdamcityguide #lostinamsterdam #amsterdamworld #amsterdamcity #amsterdamtrip #amsterdamshots #amsterdamfood #amsterdamlife #atamsterdam #vijgen #vijgenijs #figs,['chocolate']
"pop up vegan ice cream and juice place in the same street as my hotel, my friends were all get waffles then I spotted this place \U0001f60d\U0001f368 . #Amsterdamfood #veganamsterdam #vegan #whatveganseat #veganfoodshare #veganfood #food","['cream', 'ice cream']"
One last beer and bitterballen before heading home. \U0001f62a  #amsterdam #amsterdamfood #bitterballen #whatiate #dutchlunch #stephosnacks #lovelocal #tourist #foodhallen #iamsterdam #traveltheworld #fry #huffposttravel #huffposttaste #feedfeed  #ballen #buzzfeedfood,"['beer', 'bitterballen']"
"Vanaf 1877 reden er paardentrams door de Utrechtsestraat. Vanwege de geringe breedte lag er enkelspoor, met wisselplaatsen op de bruggen op de grachten \U0001f68b #vansoest #utrechtsestraat #chocolade #chocolate #iamsterdam #amsterdamcityguide #lostinamsterdam #amsterdamworld #amsterdamcity #amsterdamtrip #amsterdamshots #amsterdamfood #amsterdamlife #atamsterdam #tram #trams #paardentrams #paardentram",['chocolate']
Still the best tapas bar in Amsterdam #amsterdam #netherlands #pastaconsardeamsterdam #amsterdamrestaurants #amsterdamfood #amsterdamdining,['tapas']
Rosted duck \U0001f1e8\U0001f1f3 #amsterdam #foodshare #food #foodporn #foodies #beygale #gargeran #dinner #chinesefood #delicious #yummy #spicy #trip #instegram #holland #mandarincuisine #foodlover #foodpics #foodgasm #picture #china #chinatown #amsterdamfood #foodgloriousfood #foodglooby #duck #rosted #,['duck']
GoOd MoRniNg DeAr InSta FriEnDs! Time for coffee!\U0001f389,['coffee']
Who needs red roses when you can have salmon roses on a pancake with guacamole and creme fraiche? \U0001f60d\U0001f339@pancakesamsterdam I love you too!,"['salmon', 'pancake', 'guacamole']"
"Poffertjes: puffed up pillows of petite pancake perfection, slathered in melting butter and icing sugar when finished (oh, and unbelievably delicious)\U0001f4a5","['poffertjes', 'pancake', 'butter', 'sugar']"
Morning #meringues @stach_food  #goodmorningpost #morning #windowshopping #bakery #sweet #ig_daily #instagood #instamood #dessert #dessertstagram #pretty #meringue #yummy #yummmmm #sweettooth #amsfood #amstergram #amsterdam #amsterdamfood #stach #mscheffy,['meringue']
Thank god I had the foresight to lug some of this deliciousness back home with me from Amsterdam!  #cheeseplease #goudaisgooda  #smokedgouda  #breakfast #amsfood #fooddiary #foodie #cheese #amsterdam #amsterdamfood #amstergram #smoky #yummy #foodstagram #cheesestagram #nomnomnom #localfood #delicious #rookkaas #frico,['cheese']
"Bring me back to this delicious ice cream \U0001f60b (yes, there's a lot of lactose and sugar in it, but the lactase pill and Fructaid were more than worth.) The ice cream at Senso Gelato was so super creamy and delicious, not too sweet \U0001f60d I had extra dark chocolate with chocolate chips and coconut - it really was heaven!","['cream', 'sugar', 'gelato', 'chocolate', 'chips', 'coconut', 'ice cream']"
Arrival to Amsterdam! First on the to-do list: find delicious stroopwafels at the Albert Cuyp Market #stroopwafel #dutchwaffles #cocosbollen #macaroon #darkchocolatemacaroon #albertcuyp #dutchsweets #dutchstreetfood #dutchfood #amsterdameats #amsterdamfood,"['stroopwafel', 'macaroon']"
Busy old day here at dragons but cold brew is brewing well @kauwbrauw and my latte art practice has been going alright #tulip #rosetta #coffeeporn #latteart #coffeetime #koffie #koffietijd #amsterdamcafe #amsterdam #amsterdamfood #baristalife #coffee #coldbrew #amsterdamcoffee #wereallmadhere #noreallywereactuallymad,"['latte', 'coffee']"
"Caf\xe9 da manh\xe3? \U0001f633 N\xe3o, ainda n\xe3o t\xf4 n\xedvel hard na gordel\xedcia {Paris que me aguarde \U0001f619}. Essa foi a sobremesa de ontem \xe0 noite, pancake com morango, creme de baunilha, calda de choco e sorvete de creme \U0001f60b\U0001f60b\U0001f60b Parece uma pizza de t\xe3o grande, mas a massa \xe9 fininha e d\xe1 pra comer bastante! . . . . . . #viagememsintonia #amsterdam #amsterdamfood #amsterdamcity #foodporn","['pancake', 'pizza']"
"green gazpacho, buratta, avocado, pomegranate. incredible.","['gazpacho', 'avocado', 'pomegranate']"
Breakfast time \U0001f917 #pancakes #pancakesday #cakes #pans #maplesyrup #syrup #sugarbaby #sugardaddy #Breakfast #yummy #amsterdamfood #amsterdamfoodie #iamlovingit #iamamsterdam,['syrup']
"Super cucumber! One element of many in @envyamsterdam dish: razor clams, mussels, cucumbers and other goodness. #envyamsterdam #amsterdamfood","['cucumber', 'mussels']"
"Through the looking well. Chef at work, typical below-street-level Amsterdam restaurant kitchen. Phenomenal grilled fish and steaks.  #chefsatwork #amsterdamfood @venusenadonis #venusenadonis",['fish']
Amsterdam genieten! #amsterdam #holland #foodhallen #bitterballen #deballenbar #foodguide #amsterdamfood,['bitterballen']
"These. \U0001f635\U0001f52b would eat any time, any day \U0001f495 . . . . . . . #sweetpotato #sweetpotatofries #sweetpotatowedges #fries #yogurt #cucumber #tzatziki #dip #snack #amsterdamfood #onthegofood #healthyfoodporn #healthyfood #foodstagram #foodie #foodporn #foodgasm #sweetpotatolove","['yogurt', 'cucumber', 'tzatziki']"
Banana bread for breakfast.,"['banana', 'bread', 'banana bread']"
"At @cafekuijper you can get this tasty breakfast guys \U0001f60b Avocado Toast, various egg dishes and fresh fruits - there is nothing they don't have \U0001f353\U0001f49a@lovboe_ tagged us on her photo \U0001f4f8 Thanks for that \u270c\U0001f3fc","['avocado', 'toast', 'egg']"
"passionfuit, white chocolate, cheesecake. perfect finish.","['chocolate', 'cheesecake', 'white chocolate']"
Lovely ham sandwich before my next flight.  #hamsandwich#amsterdamfood#amsterdamairport#airportfood#amsterdambread#snapandmunch#freshbread,"['ham', 'sandwich', 'ham sandwich']"
#breakfast #instafood #amsterdamfood #foodie #avocado #healthyeating #goodmorning,['avocado']
"\u2609GoOd MoRniNg DeAr InSta FriEnDs!\u2609 Doing the ""Quinoa Thing"" for breakfast!.....and it's always delicius!\U0001f44c\U0001f60b",['quinoa']
"Brunch time in Amsterdam \U0001f917  You will find this heavenly oven baked panini with Brie, smoked chicken, sun-dried tomatoes and guacamole @singel404lunchcafe  Tip:  they serve great breakfasts too. Try the fried eggs with aged cheese. Yum!  #tipsfromtrips #tipsfromtripsamsterdam #amsterdam  #brunch #amsterdambrunch #singel404 #jordaan #sandwich #brie #amsterdamfood #amsterdamfoodie #amsterdamrestaurants #dutchfood  #breakfast #dutch #foodhall  #foodstalls  #travel #travelling #travelblogger #travelfoodfinds #foodie #foodblogger  #travelgram #foodporn #foodies #wanderlust #foodieheaven","['guacamole', 'eggs', 'cheese', 'sandwich']"
\U0001f1f3\U0001f1f1\U0001f1f3\U0001f1f1\U0001f1f3\U0001f1f1 #amsterdamchips #onthestreet #view #houses #amsterdamfood #food #curry #central #canal #netherland #day1 #love #holiday #havingfun #instachips #igersamsterdam #city #travelgram #mytravels #followme,['curry']
"Rijsttafel - The must try if you're in Amsterdam.  Rijsttafel translated means rice table where the food is served tapas style, giving you the chance to try a little bit of everything.  Loved the food. If you find yourself in Amsterdam, this take on Indonesian food is a must \U0001f35a  #jetsetnomeats #localeats #localfood #eatlikealocal #eatingamsterdam #amsterdamfood #rijsttafel  #indonesianfood","['rijsttafel', 'rice', 'tapas']"
#amsterdam Saturday getaway| this contemporary raw interiors aesthetics had one of the best tiramisu's ever \U0001f370\U0001f63b #aboutmysaturday #saturdayfoodcravings #weekendindulgences #dessertitis #amsterdamfood #amsterdanfoodie #amsterdamtoeat #pastafactory #tiramisu \U0001f495 #italiandesserts #dolci #lovefordesserts #beautifuldesserts #cocoasprinkles #koffiediaries,['tiramisu']
"Stumbled across this special spot. The queue was worth the treat after walking 11.5km / 18,800+ steps. One of the best cookies i've ever indulged in. Straight out the oven with a goey white chocolate core #amsterdamfood #cookiemonster #nomnomnom #indulge #softchewycookie #48hours #gettinglost","['chocolate', 'white chocolate']"
"MOOK PANCAKES: bacon, cheddar and grilled onions \U0001f648\U0001f631\U0001f60d\U0001f437\U0001f1f3\U0001f1f1 #mook #amsterdambrunch #amsterdamfood #foodies #pancakes #runtheneat \u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f",['bacon']
Carpaccio with truffle mayonnaise and buffalo mozzarella with fresh fig was outstanding at Pompstation #pompstationamsterdam #amsterdamfood #starters #buffalomozarella #carpaccio #foodie,"['carpaccio', 'mayonnaise', 'mozzarella', 'fig']"
Bulls and Dogs #shortbreak #bullsanddogs #amsterdam #amsterdamfood #wanderlust #yummie #hotdog #chochlatchip #milkshake #st\xe4dtetrip #instatravel #iamsterdam,['milkshake']
Looking for a spot for delicious breakfast this weekend in Amsterdam.Why don't you try Toastable? #breakfast #amsterdam #amsterdamfood #pastaconsardeamsterdam #netherlands #toast,['toast']
#amsterdam #amsterdamfood #dessert #brownie #fruit #coffee,"['brownie', 'fruit', 'coffee']"
#brother #sister #mybrother #alan #mandy #giltjes #dutchkids #englishkids #essexkids #Amsterdam #Rainarai #AmsterdamFood #AmsterdamCity #AlgerianFood #olives #humous #westgasfabriek,['olives']
They are getting very popular in the meantime their hummus is getting better and better. My favourite is still the one with beef \U0001f44c #amsterdam #hummus #bestintown #netherlands #amsterdamfood,"['hummus', 'beef']"
"How about enjyoing this yummy lunch at @ree7amsterdam ? \U0001f60b The club sandwich for 9,50\u20ac. check out this super fency location at @ree7amsterdam\U0001f495 thanks for tagging us @maikelkerseboom \U0001f60a\U0001f64c","['sandwich', 'club sandwich']"
Quick snapshot from out of the kitchen \U0001f4f8#tunasalad #sandwich #bread #seeds #cucumber #lettuce #healthy #amsterdamfood #food #baking #cooking #spread #waldkorn #homemade  #amsterdam #ninestreets #spuistraat #raamsteeg,"['sandwich', 'bread', 'cucumber', 'lettuce']"
Original Stroopwafels. #amsterdam #amsterdamfood #dutch #dutchfood #dutchfoodie #stroopwafel #snacktime #vacation #eeeeeats #foodporn #foodie #foodiegram #instafood,['stroopwafel']
So fresh and juicy! Just looking at this photo makes me hungry for some pasta ! \U0001f631\U0001f35d Thanks for the photo @jbeck615  #repost #foodlover #foodporn #foodie #food #hungry #pasta #pastapasta #pastalover #amsterdam #restaurant #amsterdamcity #netherlands #delicious #tagliatelle #cherrytomatoes #instafood #amsterdamfood,"['pasta', 'tagliatelle']"
We do have our guilty pleasures \U0001f607 - Crispy and creamy creme br\xfbl\xe9e & cinnamon sugar doughnuts with @wherethefoodis #talkingfood #cremebr\xfbl\xe9e #amsterdamfood,"['cinnamon', 'sugar']"
Heineken and bitterballen ! Match made in heaven !#heineken #heinekenexperience #bitterballen #amsterdamcity #amsterdamfood #friedheaven #friedfoodheaven,"['heineken', 'bitterballen']"
#thebutcher #burger with #cheese #bacon and #popcornchicken,"['cheese', 'bacon']"
"#amsterdam #AmsterdamRestaurant #AmsterdamFood  here had become my canteen now, easy breezy, seafood is very fresh, look at it, almost full house on a Sunday late night!",['seafood']
Good brunch spot and tea room.,['tea']
"""ONTBIJT"" \U0001f374(Breakfast) #euroswag #food #breakfast #ontbijt #foodie #foodporn #amsterdamfood #amsterdam #netherlands #jam #frenchtoast #bread #euro #eurotrip #maltre","['jam', 'bread']"
#Risotto lunch at George W.P.A. - #mushrooms and shaved #truffles \U0001f374#amsterdam #foodporn #travel #eat #whatsfordinneramsterdam,"['risotto', 'mushrooms']"
#delicious #pastry #dessert #breakfast in #Amsterdam #bakery #day1 #foodjourney #foodie #amsterdamfood,['pastry']
"Toasted Cheese Sandwich (with a blend of Dutch Wilde Weide cheese and Swiss L'Etivaz, onions and leek). #nosuchthingastoomuchcheese #grillitbaby #cheese #lunch #food #toastedsandwich #caulils #foodhallen #amsterdamoudwest #amsterdamlunch #amsterdamfood #amsterdameats #mirhaxAmsterdam","['cheese', 'sandwich', 'cheese sandwich']"
"Lemon sole from the grill served with a simple green salad. Except for the fishies, the service also rocked. #brilliant #lunchforone #fish #instafood #healthy #theseafoodbar #amsterdam #amsterdameats #amsterdamfood #amsterdamlunch","['lemon', 'salad', 'fish']"
Braced BBQ Pork Belly Poached Egg Beans Side Salad #Pork #BBQ #Egg #PoachedEgg #Beans #Brunch #food #foodporn #foodie #SimpleFood #Amsterdam #AmsterdamFood,"['pork', 'egg', 'beans', 'salad']"
"Temaki roll of crispy teriyaki salmon skin, wayonnaise and chives. In the blurry back the Crispy Tempura temaki roll with tempura shrimp, wayonnaise, ebi sauce and spring onions. By the way, @foodhallen what's up with all that smelly smoke? #thisishowweroll #sushialldayeveryday #lunchforone #temakiroll #japanesefood #sushi #instafood #eeeeeats #foodhallen #meneertemaki #amsterdam #amsterdameats #amsterdamfood #amsterdamlunch #mirhaxAmsterdam","['salmon', 'tempura', 'shrimp', 'sauce', 'sushi']"
